gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,flag_internet_no_tech_support,flag_fiber_high_charges,flag_short_tenure_monthly,expected_tenure,CLV,CLV_quartile,Churn
0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4,2,1,0.8735112317201869,0,0,0,24,482.40000000000003,Low,0
0,0,1,0,16,1,0,1,0,2,0,0,2,2,0,1,0,94.65,1461.15,1,5,0.964837559429477,1,1,0,12,1135.8000000000002,High,0
1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1889.5,2,4,0.9758301916025408,1,0,0,24,1366.8000000000002,High,0
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,20.45,638.55,2,1,1.0072560927517944,0,0,0,24,490.79999999999995,Low,0
0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,104.05,3416.85,2,7,1.0262043488707353,1,1,0,24,2497.2,Premium,0
0,0,0,0,15,1,0,1,0,2,0,0,2,0,0,1,0,83.2,1130.0,1,4,0.905448717948718,1,0,0,12,998.4000000000001,High,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35,1,1,0.8998417721518988,0,0,0,24,474.0,Low,0
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,2,3,0.9875938622265753,1,0,0,12,612.5999999999999,Medium,0
1,1,1,0,65,1,0,1,0,0,0,0,0,0,1,1,0,70.95,4555.2,2,2,0.987737843551797,1,0,0,24,1702.8000000000002,Premium,0
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,3,1,0.9785828206880839,0,0,1,12,239.39999999999998,Low,1
1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15,2,8,0.9818289654633027,0,1,0,24,2593.2,Premium,1
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75,1,1,0.904835390946502,0,0,0,24,486.0,Low,0
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,174.2,0,5,0.8988648090815273,0,0,1,12,775.1999999999999,Medium,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95,0,2,0.8258547008547008,1,0,1,12,842.4000000000001,Medium,1
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5,2,1,0.9591073271413829,0,0,0,24,489.59999999999997,Low,0
1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,550.35,1,3,0.909970238095238,1,0,0,12,403.20000000000005,Low,0
0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,246.6,3,3,1.0166975881261595,0,0,1,12,415.79999999999995,Low,0
1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,5969.85,2,7,0.9702103800492431,0,1,0,24,2590.8,Premium,0
1,1,1,0,70,1,2,1,0,2,2,0,2,2,1,1,2,104.8,7308.95,2,7,0.9963127044711014,1,1,0,24,2515.2,Premium,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2,0,1,1.0,0,0,1,12,230.39999999999998,Low,0
0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1834.95,2,3,0.9416277518345564,1,0,0,12,899.4000000000001,Medium,1
0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,55.3,0,3,1.0,1,0,1,12,663.5999999999999,Medium,0
0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,0,2,109.25,7707.7,2,8,0.9936764753279401,0,1,0,24,2622.0,Premium,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,75.45,0,3,1.0,1,0,1,12,905.4000000000001,Medium,1
0,0,0,0,58,1,0,0,2,2,2,2,0,0,2,1,1,64.9,3795.45,2,6,1.0083018968173847,0,0,0,24,1557.6000000000001,Premium,0
0,0,0,0,36,0,1,0,0,2,0,2,0,0,0,1,0,34.85,1267.2,2,3,1.0100430416068866,0,0,0,12,418.20000000000005,Low,0
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,74.3,74.3,0,3,1.0,1,0,1,12,891.5999999999999,Medium,1
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,2,1,1.0845472882115643,0,0,0,24,465.59999999999997,Low,0
0,0,0,0,38,1,2,0,0,2,0,2,0,2,0,0,1,68.15,2656.3,2,6,1.025717264548017,0,0,0,12,817.8000000000001,Medium,0
0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,2,4,0.9955160838814363,1,0,0,12,949.8000000000001,Medium,0
0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,341.45,0,5,0.9800516647531573,0,0,1,12,1045.1999999999998,High,1
0,0,1,1,46,1,2,1,2,0,2,2,0,2,2,0,3,99.65,4630.2,2,7,1.0101005693841487,0,1,0,24,2391.6000000000004,Premium,0
0,0,0,0,55,1,0,0,2,0,0,0,0,0,0,1,1,50.55,2832.75,2,3,1.018883193957378,1,0,0,12,606.5999999999999,Medium,0
1,0,1,1,50,1,2,1,0,2,0,2,2,2,0,0,2,103.7,5071.05,2,7,0.978023143683703,0,1,0,12,1244.4,High,1
0,0,1,0,72,1,2,0,2,2,0,2,0,0,2,0,0,64.75,4804.75,2,6,1.0306199056199057,0,0,0,24,1554.0,Premium,0
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,2,6,1.018511731697981,1,1,0,24,2338.8,Premium,0
1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1474.35,2,2,1.0047362682295216,0,0,0,24,607.2,Medium,0
0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,2,5,0.9640415110809369,0,0,0,24,1455.6,Premium,0
0,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,3,95.5,1115.15,3,5,0.9730802792321118,1,1,0,24,2292.0,Premium,1
0,0,1,0,53,1,2,0,2,2,2,0,0,2,1,0,0,74.1,3833.95,2,7,0.9762304891401218,1,0,0,24,1778.3999999999999,Premium,0
1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85,2,8,1.033231185218567,0,0,0,24,1902.0,Premium,0
0,0,1,1,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,740.3,2,2,0.9156462585034013,0,0,0,24,588.0,Medium,1
0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,1056.95,3,6,0.9656920968478758,1,1,1,12,1194.0,High,1
0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,799.65,3,3,1.0697658862876254,1,0,1,12,897.0,Medium,1
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,128.6,0,1,1.0963341858482523,0,0,1,12,234.60000000000002,Low,0
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,658.95,2,1,1.0872865275142314,0,0,0,12,234.60000000000002,Low,1
1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5,1,3,0.993550577053632,1,0,0,12,883.8000000000001,Medium,1
1,1,1,0,69,0,1,0,0,0,2,0,0,0,1,1,1,29.8,2134.3,2,2,1.0379826865090944,1,0,0,24,715.2,Medium,0
1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55,0,3,1.0,1,0,1,12,966.5999999999999,High,1
1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4824.45,2,8,1.0058481361020764,0,0,0,24,2055.6000000000004,Premium,0
1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,2,1,0.9133578431372549,0,0,0,12,244.79999999999998,Low,0
0,0,0,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.35,6697.2,2,9,1.0182448458310527,0,0,0,24,2192.3999999999996,Premium,0
1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,2427.35,2,2,0.9978007974678341,1,0,0,12,858.5999999999999,Medium,0
0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,3243.45,2,7,1.0041019131942293,0,1,0,12,1250.4,High,1
1,0,1,1,34,1,0,1,0,0,2,0,2,0,0,1,3,84.05,2909.95,2,4,1.0182839346327466,1,0,0,12,1008.5999999999999,High,0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.2,387.4,1,1,1.0093798853569567,0,0,0,24,484.79999999999995,Low,0
1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4973.4,2,6,0.9886787201685767,0,0,0,24,1700.3999999999999,Premium,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,0,1,1.0,0,0,1,12,243.0,Low,1
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,2,8,0.995007423904974,0,1,0,24,2694.0,Premium,0
1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,74.6,74.6,0,3,1.0,1,0,1,12,895.1999999999999,Medium,1
1,0,0,0,16,1,2,1,0,2,0,0,0,0,0,1,3,80.55,1248.9,1,4,0.9690409683426444,1,0,0,12,966.5999999999999,High,0
1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,4017.45,2,5,0.9802483896154596,1,0,0,12,1046.4,High,0
1,1,1,0,13,1,2,1,2,2,0,0,0,2,0,0,1,93.8,1261.0,1,6,1.0341151385927507,1,1,0,12,1125.6,High,0
0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.45,5294.6,2,5,0.9865101546487797,1,0,0,12,1073.4,High,0
0,0,1,1,60,0,1,0,2,0,2,2,2,2,2,0,1,59.85,3590.2,2,6,0.9997772208298523,0,0,0,24,1436.4,Premium,0
0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85,1,3,1.009362516644474,1,0,0,12,901.1999999999999,Medium,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,260.7,3,1,1.0781637717121588,0,0,0,24,483.59999999999997,Low,0
0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3467.0,2,7,1.0131205984629321,1,1,0,24,2488.8,Premium,1
0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,2169.75,2,4,0.9823651921945035,1,0,0,12,1019.4000000000001,High,1
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,88.35,262.05,0,5,0.9886813808715339,0,0,1,12,1060.1999999999998,High,1
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.7,79.7,0,3,1.0,1,0,1,12,956.4000000000001,Medium,1
0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,5916.95,2,7,1.0019897717266137,0,1,0,12,1265.4,High,0
0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,2033.05,1,5,1.0187662858288233,1,0,0,24,1995.6000000000001,Premium,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7,0,2,1.0,1,0,1,12,548.4000000000001,Low,1
1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,7511.9,2,7,1.0186317716455353,1,1,0,24,2528.3999999999996,Premium,0
0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,3007.25,2,5,1.002884679517108,0,0,0,24,1531.1999999999998,Premium,0
1,0,1,1,23,0,1,0,0,0,0,2,0,0,0,1,0,30.35,678.75,1,2,0.9723515507485136,0,0,0,12,364.20000000000005,Low,0
1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4828.05,2,4,1.0089968652037618,1,0,0,24,1980.0,Premium,0
1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,711.9,2,1,1.1167058823529412,0,0,0,24,510.0,Low,0
1,0,0,0,70,1,2,1,2,0,0,2,2,2,2,1,1,104.0,7250.15,2,7,0.9958997252747253,0,1,0,24,2496.0,Premium,1
0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,80.45,5886.85,2,7,1.0163058490435743,0,0,0,24,1930.8000000000002,Premium,0
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.35,150.6,3,1,1.0572130572130571,0,0,1,12,244.20000000000002,Low,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,18.9,0,1,1.0,0,0,1,12,226.79999999999998,Low,0
0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1638.7,2,2,1.0165632754342433,0,0,0,24,624.0,Medium,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.65,1887.0,2,2,1.0217673814165043,0,0,0,24,615.5999999999999,Medium,0
0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,2169.8,1,5,1.047630543417908,1,1,0,12,1080.6,High,1
0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,135.75,0,3,0.9696428571428571,1,0,1,12,420.0,Low,0
0,0,0,0,15,1,0,0,0,0,0,0,2,0,1,0,3,56.15,931.9,1,3,1.1064410804392995,1,0,0,24,1347.6,High,0
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2,2,8,0.9783572359843546,0,1,0,12,1309.8000000000002,High,1
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3,2,6,1.0179396365876194,0,0,0,24,1833.6000000000001,Premium,0
0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,2,1,0.9934234563390573,0,0,0,12,234.60000000000002,Low,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,0,3,1.0,1,0,1,12,901.1999999999999,Medium,1
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,0,3,1.0,1,0,1,12,896.4000000000001,Medium,1
1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,0,39.35,2395.05,2,4,0.9661160525201186,0,0,0,24,944.4000000000001,Medium,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,746.05,2,1,0.9719254820218863,0,0,0,24,484.79999999999995,Low,0
1,1,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.05,94.15,0,1,0.9391521197007482,0,0,1,12,240.60000000000002,Low,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,331.35,1,1,0.9562770562770564,0,0,0,12,231.0,Low,0
1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,294.45,0,7,0.9347619047619047,1,1,1,12,1260.0,High,1
1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1971.5,2,3,0.9752176493866244,1,0,0,24,866.4000000000001,Medium,0
0,0,0,1,67,1,2,1,0,2,0,2,2,2,2,1,2,104.0,7039.05,2,7,1.0101966130884041,0,1,0,24,2496.0,Premium,0
1,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,104.35,2271.85,1,7,1.036735345791407,1,1,0,12,1252.1999999999998,High,0
0,0,1,0,68,1,2,1,2,2,2,0,2,2,2,1,0,110.8,7553.6,2,8,1.0025483117434701,1,1,0,24,2659.2,Premium,0
0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,1369.8,1,6,0.976475620188195,1,1,0,12,1202.4,High,1
0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,1043.35,1,5,1.0001437883435582,1,0,0,12,782.4000000000001,Medium,1
1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,4374.55,2,6,1.0161556329849013,1,0,0,24,1722.0,Premium,0
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,64.45,4528.0,2,7,0.9757779501767088,0,0,0,24,1546.8000000000002,Premium,0
1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,23.95,1216.35,2,2,0.9958246346555323,0,0,0,24,574.8,Low,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,19.75,0,1,1.0,0,0,1,12,237.0,Low,0
0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35,2,1,1.0639759222102176,0,0,0,24,501.59999999999997,Low,0
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,69.25,418.4,0,2,1.0069795427196149,1,0,1,12,831.0,Medium,1
0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,5885.4,2,7,0.9938532203046372,0,1,0,12,1225.1999999999998,High,1
1,0,1,1,17,1,2,0,0,2,2,2,0,0,0,1,3,66.7,1077.05,1,6,0.9498633036422964,0,0,0,12,800.4000000000001,Medium,0
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5594.0,2,6,0.9885488089347565,1,1,0,12,1212.6,High,0
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,940.35,1,3,0.9735479863339891,1,0,0,12,891.5999999999999,Medium,1
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0,2,9,0.9961036233969248,0,0,0,24,2173.2,Premium,0
1,0,0,0,16,1,0,1,2,0,0,0,2,2,0,1,2,94.25,1483.25,1,5,0.9835875331564987,1,1,0,12,1131.0,High,1
1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,654.85,3,4,0.9632980288320095,0,0,1,12,679.8,Medium,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.8,19.8,0,1,1.0,0,0,1,12,237.60000000000002,Low,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.95,20.95,0,1,1.0,0,0,1,12,251.39999999999998,Low,0
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,0,2,0.9432227829848594,1,0,1,12,832.1999999999999,Medium,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,739.35,2,1,1.064195753868298,0,0,0,24,476.40000000000003,Low,0
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,2,2,0.9767445698818248,1,0,0,12,826.1999999999999,Medium,0
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,2,7,1.0267385199867856,1,1,0,24,2421.6000000000004,Premium,0
1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,3270.25,2,6,0.985074402072414,1,1,0,12,1207.1999999999998,High,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.95,119.75,0,2,0.8683828861493835,1,0,1,12,827.4000000000001,Medium,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.4,63.15,0,1,1.0318627450980393,0,0,1,12,244.79999999999998,Low,0
1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2839.95,2,6,1.0111981484778352,1,0,0,24,1644.0,Premium,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,2,1,1.0281391402714934,0,0,0,24,489.59999999999997,Low,0
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,46.0,492.1,3,2,1.0697826086956521,1,0,1,12,552.0,Low,0
1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,2,6,1.0211552888222055,1,1,0,24,2322.0,Premium,1
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,85.5,0,1,1.0660847880299251,0,0,1,12,240.60000000000002,Low,0
0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2384.15,2,3,1.041978060399458,1,0,0,12,946.8000000000001,Medium,1
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,540.95,3,2,1.0292047184170474,1,0,1,12,525.5999999999999,Low,0
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,1404.65,2,4,0.9310024855012428,1,0,0,12,724.2,Medium,0
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,76.5,162.45,0,3,1.061764705882353,1,0,1,12,918.0,Medium,1
1,0,1,1,38,1,2,2,1,1,1,1,1,1,2,0,1,25.05,963.95,2,2,1.0126588927408342,0,0,0,24,601.2,Medium,0
1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95,2655.25,2,7,1.0024539877300613,1,1,0,12,1271.4,High,1
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,1110.5,2,2,0.9820481075344889,0,0,0,24,616.8,Medium,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,45.3,196.95,0,2,1.0869205298013245,1,0,1,12,543.5999999999999,Low,1
0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,29.65,291.4,3,2,0.9827993254637436,0,0,1,12,355.79999999999995,Low,1
0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,5762.95,2,5,0.9803269485932024,1,0,0,24,2074.8,Premium,0
1,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,0,19.55,819.95,2,1,0.9532085561497327,0,0,0,24,469.20000000000005,Low,0
0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,2,2,1.0751968147678945,0,0,0,24,616.8,Medium,0
0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2,2,6,1.0226082619898595,1,1,0,12,1089.6,High,0
0,0,1,1,21,1,0,0,0,2,0,0,2,0,1,1,1,58.85,1215.45,1,4,0.983493142371647,1,0,0,24,1412.4,High,0
1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,180.25,0,6,0.9476866456361726,0,1,1,12,1141.1999999999998,High,1
1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,7665.8,2,9,0.9715658130707275,0,1,0,24,2744.3999999999996,Premium,0
0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4,1,4,0.9480350271187469,1,0,0,12,1042.1999999999998,High,0
0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0,0,5,1.0,0,0,1,12,720.0,Medium,1
1,0,1,1,24,1,2,0,2,0,0,2,2,2,0,0,0,81.0,1923.85,1,7,0.9896347736625514,0,0,0,12,972.0,High,0
1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,2,4,0.9678685089643995,1,0,0,12,963.5999999999999,Medium,0
0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,0,3,0.8665207877461707,1,0,1,12,548.4000000000001,Low,1
0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,1062.1,3,5,0.9219618055555555,1,1,1,12,1152.0,High,1
1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,43.55,1011.5,1,4,1.1060084194412554,0,0,0,12,522.5999999999999,Low,0
0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,1497.05,1,6,0.9942551637112306,1,0,0,24,1720.8000000000002,Premium,0
0,0,1,1,56,1,2,0,2,2,2,2,2,0,2,0,1,81.25,4620.4,2,8,1.0154725274725274,0,0,0,24,1950.0,Premium,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.55,280.85,1,1,0.8450428764856326,0,0,0,24,469.20000000000005,Low,0
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,20.0,935.9,2,1,0.9748958333333333,0,0,0,24,480.0,Low,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,395.6,1,1,1.0040609137055838,0,0,0,24,472.79999999999995,Low,0
0,1,1,0,25,1,0,1,0,0,0,0,0,0,0,1,2,69.3,1813.1,2,2,1.0465223665223664,1,0,0,12,831.5999999999999,Medium,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,0,1,1.0,0,0,1,12,238.79999999999998,Low,1
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,1,5,1.0106852999087548,1,1,0,12,1135.8000000000002,High,1
1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1,2,6,1.0215658696671357,1,0,0,24,1706.3999999999999,Premium,0
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,25.4,313.0,3,2,1.0269028871391077,0,0,0,24,609.5999999999999,Medium,0
1,1,0,0,24,1,2,1,0,2,0,0,2,2,0,1,2,101.25,2440.15,1,6,1.0041769547325103,1,1,0,12,1215.0,High,1
0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95,3767.4,2,6,0.9664832416208103,0,1,0,12,1199.4,High,0
1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2948.6,2,6,1.002226338777383,1,1,0,12,1217.4,High,0
1,0,1,1,32,1,0,2,1,1,1,1,1,1,2,0,3,18.95,613.95,2,1,1.0124505277044855,0,0,0,24,454.79999999999995,Low,0
1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,2021.35,2,3,1.024765525982256,1,0,0,12,473.40000000000003,Low,0
1,0,1,0,33,1,0,0,2,2,0,2,0,0,2,1,3,61.05,2018.4,2,5,1.0018613654977293,0,0,0,24,1465.1999999999998,Premium,0
1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,2,1,0.9987635116269794,0,0,0,24,493.20000000000005,Low,0
1,0,0,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.25,6860.6,2,7,0.99710776833079,0,1,0,24,2502.0,Premium,0
0,0,1,1,34,1,2,2,1,1,1,1,1,1,1,1,1,25.6,917.15,2,2,1.0537109374999998,0,0,0,24,614.4000000000001,Medium,0
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1782.05,2,2,1.0022778402699661,0,0,0,24,609.5999999999999,Medium,0
0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25,1,3,0.9956721108763975,1,0,0,24,1791.6000000000001,Premium,0
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,7966.9,2,8,1.0031857560189383,1,1,0,24,2647.2,Premium,0
0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,842.25,1,6,0.9555820285908782,0,0,0,12,813.5999999999999,Medium,0
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8,3,3,1.02496328928047,1,0,1,12,544.8,Low,1
1,0,0,0,40,1,0,0,2,0,2,0,0,2,0,0,2,67.45,2731.0,2,5,1.0122312824314308,1,0,0,12,809.4000000000001,Medium,0
1,0,1,1,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85,2331.3,1,6,1.015131392741286,0,1,0,12,1198.1999999999998,High,1
1,0,0,0,58,1,2,1,0,2,2,0,2,2,1,1,0,103.25,6017.65,2,7,1.0048676630207898,1,1,0,24,2478.0,Premium,1
1,1,1,0,5,1,2,1,0,0,2,0,0,0,0,1,0,79.9,343.95,0,4,0.8609511889862328,1,0,1,12,958.8000000000001,Medium,1
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35,2606.35,2,7,0.9482463799752602,0,0,0,24,1832.3999999999999,Premium,0
